warren 1984 (unico trozo)
0lambda  nr       ni
0           T=272            T=268           T=253            T=213
1.800e5 1.7872  2.520e-4 1.7865  2.250e-4 1.7837  1.440e-4 1.7772  7.500e-5
2.000e5 1.7872  2.490e-4 1.7865  2.200e-4 1.7837  1.350e-4 1.7772  6.830e-5
2.500e5 1.7872  2.540e-4 1.7865  2.160e-4 1.7837  1.210e-4 1.7772  5.600e-5
2.900e5 1.7872  2.640e-4 1.7865  2.170e-4 1.7837  1.160e-4 1.7772  4.960e-5
3.200e5 1.7872  2.740e-4 1.7865  2.200e-4 1.7837  1.160e-4 1.7772  4.550e-5
3.500e5 1.7872  2.890e-4 1.7865  2.250e-4 1.7837  1.170e-4 1.7772  4.210e-5
3.800e5 1.7872  3.050e-4 1.7865  2.320e-4 1.7837  1.200e-4 1.7772  3.910e-5
4.000e5 1.7872  3.150e-4 1.7865  2.390e-4 1.7837  1.230e-4 1.7772  3.760e-5
4.500e5 1.7872  3.460e-4 1.7865  2.600e-4 1.7837  1.320e-4 1.7772  3.400e-5
5.000e5 1.7872  3.820e-4 1.7865  2.860e-4 1.7837  1.440e-4 1.7772  3.100e-5
6.000e5 1.7872  4.620e-4 1.7865  3.560e-4 1.7837  1.680e-4 1.7772  2.640e-5
6.400e5 1.7872  5.000e-4 1.7865  3.830e-4 1.7837  1.800e-4 1.7772  2.510e-5
6.800e5 1.7872  5.500e-4 1.7865  4.150e-4 1.7837  1.900e-4 1.7772  2.430e-5
7.200e5 1.7872  5.950e-4 1.7865  4.450e-4 1.7837  2.090e-4 1.7772  2.390e-5
7.600e5 1.7872  6.470e-4 1.7865  4.760e-4 1.7837  2.160e-4 1.7772  2.370e-5
8.000e5 1.7872  6.920e-4 1.7865  5.080e-4 1.7837  2.290e-4 1.7772  2.380e-5
8.400e5 1.7872  7.420e-4 1.7865  5.400e-4 1.7837  2.400e-4 1.7772  2.400e-5
9.000e5 1.7872  8.200e-4 1.7865  5.860e-4 1.7837  2.600e-4 1.7772  2.460e-5
1.000e6 1.7872  9.700e-4 1.7865  6.780e-4 1.7837  2.920e-4 1.7772  2.660e-5
2.000e6 1.7872  1.950e-3 1.7865  1.280e-3 1.7837  6.100e-4 1.7772  4.450e-5
5.000e6 1.7872  5.780e-3 1.7865  3.550e-3 1.7840  1.020e-3 1.7772  8.700e-5
8.600e6 1.7880  9.700e-3 1.7872  5.600e-3 1.7845  1.810e-3 1.7780  1.320e-4


